"ID","ClassName","LastEdited","Created","Title","Question","Description","AnswerFieldType","QuestionnaireID","SortOrder","TaskID"
511,"NZTA\SDLT\Model\Question","2020-06-12 14:40:33","2020-06-12 14:40:33","Exemption Link","Please provide a link to the exemption","Please provide a link to the exemption. If this is in an email, please store the email in the Agency's document management system and ensure the link is accessible to Cyber Security staff.","input",0,172,5
512,"NZTA\SDLT\Model\Question","2020-06-12 14:40:33","2020-06-12 14:40:33","Exemption Confirmation","Please confirm that you have provided evidence of the GCIO105 exemption","This confirmation will complete this task.","action",0,173,5
513,"NZTA\SDLT\Model\Question","2020-06-12 14:41:23","2020-06-12 14:40:33","Simplified GCIO105","Simplified GCIO105","<p>As this product is going to be storing Agency Information or Personal Information, a Cloud Risk Assessment (GCIO105) is a requirement.</p><p>For the next steps, The Transport Agency has changed the GCIO105 process to be more streamlined.</p><p>Previously, there would be ""GCIO105 Agency"" and ""GCIO105 Vendor"" tasks that each had ~105 questions to be answered. The Agency questions to be answered by an Agency representative, and the vendor questions to be answered by the vendor. The new process only has 1 task called the ""Simplified GCIO105"".</p><p>The Simplified GCIO105 is a questionnaire to be forwarded to the vendor to be completed. It contains approximately 20 questions about the vendors security certifications, standards, privacy policies and information storage. A new task will appear in the task list after you click ""Finish"" called the ""Simplified GCIO105"". You will receive an email with the subject ""Agency - Vendor Security Assessment"" and a link that can be forwarded to your vendor contact. This will take the vendor approximately 15 minutes to complete the questionnaire.</p>","action",0,174,5
514,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2020-06-12 14:42:53","Existing Product","Is this product currently, or previously in use at the Transport Agency?","<p>Has this product already been cleared for use at the Transport Agency by the internal product team?</p><p>Please check the <a rel=""noopener"" href=""https://infohub.example.co.nz/otcs/cs.dll?func=ll&amp;objaction=overview&amp;objid=43085466"" target=""_blank"">Transport Agency Product List</a> spreadsheet to see if the product is listed. If the product can be found in the spreadsheet, please answer ""yes"".</p><p>If you're unsure, please contact <a href=""mailto:lauren.flohr@example.co.nz"">Lauren Flohr</a>, <span class=""_21sno _3v9gP _27y7i"" title=""Head of Product"" data-log-name=""JobTitle"">Head of Product.</span></p>","action",2,175,0
515,"NZTA\SDLT\Model\Question","2020-06-12 14:42:54","2020-06-12 14:42:54","Funded By Transport Agency","Has the Transport Agency paid for the development of this product?","<p>Has this product been developed by the Transport Agency?</p><p>OR:</p><p>Has it been developed by a partner/vendor at the expense of the Transport Agency?</p>","action",2,176,0
516,"NZTA\SDLT\Model\Question","2020-06-12 14:42:54","2020-06-12 14:42:54","Product Information","Please enter details of the product","Please enter the name, homepage and a contact email address for the product. If you do not have a contact within the product company, please put your own email address as point of contact.","input",2,177,0
517,"NZTA\SDLT\Model\Question","2020-06-12 14:42:54","2020-06-12 14:42:54","Business Owner","Please enter details of the business owner for the use of this SaaS product","<p>The business owner is the person who can formally accept risks on behalf of the Agency to the data used in this product. This is a business line manager, not security. This person will know they're the business owner, as their role explicitly states that they can accept risk. This is not a developer, engineer or technical lead position.</p>","input",2,178,0
518,"NZTA\SDLT\Model\Question","2020-06-12 14:42:54","2020-06-12 14:42:54","Product Description","Please describe what the product does in plain English","<p>Include description of the product's features, the ones the Transport Agency wants to use and how we intend to use them.</p>","input",2,179,0
519,"NZTA\SDLT\Model\Question","2020-06-12 14:42:54","2020-06-12 14:42:54","Product Purpose","Please describe why the Transport Agency needs this product","Include description of why this is important, why the Transport Agency needs this and what would happen if we don't fill this gap","input",2,180,0
520,"NZTA\SDLT\Model\Question","2020-06-12 14:42:54","2020-06-12 14:42:54","Release Date","What is your expected go-live date for this product?","","input",2,181,0
521,"NZTA\SDLT\Model\Question","2020-06-12 14:42:55","2020-06-12 14:42:55","Personal Information","Will this SaaS product store customer personal information (PI)?","<p>Personal Information is defined as any information about an identifiable individual (i.e. a living, natural person; not companies/charities/trusts etc). The information doesn’t need to identify a person by their name to be personal information, and it also doesn’t need to be private or sensitive. As long as there’s a reasonable chance that someone could be identified from the information - even if it’s only one person that makes the link between the information and the individual, and even if it’s only by linking it with other information - then it’s personal information. This includes information about other staff members and our customers.</p><p>All SaaS products used by the Agency that contain or use any form of Personal Information must go through a Privacy Threshold Assessment process. At the end of this questionnaire, a Privacy Threshold Assessment task will be completed. When completed, this task will be submitted to the Privacy Officers for review and approval.</p><p>For more information, and specific examples, please see the Privacy Page on OnRamp: https://onramp.example.co.nz/what-we-do/legal-services/privacy/</p><p><strong>Note: </strong>If the product will only store the names and email addresses of Transport Agency staff as users of this system, please click the ""Agency Staff Login Only"" button.</p>","action",2,182,0
522,"NZTA\SDLT\Model\Question","2020-06-23 08:10:00","2020-06-12 14:42:55","Agency Integration","Will this SaaS product be integrating with any Transport Agency systems?","<p>Will this product r<strong>eceive information from</strong> or <strong>transfer data to</strong> any other Transport Agency systems?</p>","action",2,184,0
523,"NZTA\SDLT\Model\Question","2020-06-23 08:10:00","2020-06-12 14:42:55","Data Transfer","How is Transport Agency data being transferred to/from the SaaS Product?","<p>Please document the technologies being used to transfer data (e.g. Web Forms, FTP, SCP, Email etc)</p>","input",2,185,0
524,"NZTA\SDLT\Model\Question","2020-06-23 08:10:00","2020-06-12 14:42:55","Description of Information","Describe what Transport Agency information will be received, transmitted and stored by this product","Please ensure as much information as possible about Transport Agency information that is utilised by this product. Any information that is stored by, transmitted to; or received from this product must be documented.","input",2,186,0
